order_id,product_id,category,geography,marketing_channel,price,order_date
3068,P03068,Toys,Europe,Social Media,210.55,2024-07-22
3069,P03069,Electronics,South America,Paid Ads,146.85,2024-02-10
3070,P03070,Home,Europe,Social Media,45.41,2024-07-10
3071,P03071,Home,Europe,Organic,188.18,2024-07-26
3072,P03072,Home,Asia,Email,21.93,2024-08-23
3073,P03073,Clothing,North America,Email,84.78,2024-10-16
3074,P03074,Electronics,Europe,Organic,102.74,2024-05-04
3075,P03075,Clothing,Australia,Email,196.2,2024-12-22
3076,P03076,Books,Europe,Organic,145.63,2024-04-25
3077,P03077,Toys,Asia,Organic,76.81,2024-06-02
3078,P03078,Electronics,Europe,Organic,52.75,2024-12-16
3079,P03079,Electronics,Asia,Organic,150.11,2024-02-11
3080,P03080,Toys,South America,Organic,73.33,2024-11-30
3081,P03081,Home,North America,Organic,110.84,2024-11-28
3082,P03082,Books,North America,Organic,31.51,2024-01-17
3083,P03083,Electronics,Europe,Paid Ads,128.46,2024-02-17
3084,P03084,Clothing,Asia,Email,124.43,2024-07-26
3085,P03085,Home,North America,Organic,37.92,2024-07-13
3086,P03086,Home,North America,Social Media,151.58,2024-07-12
3087,P03087,Clothing,North America,Email,127.74,2024-10-09
3088,P03088,Electronics,Australia,Email,137.0,2024-08-31
3089,P03089,Clothing,Europe,Paid Ads,81.07,2024-01-29
3090,P03090,Electronics,Europe,Organic,108.95,2024-11-22
3091,P03091,Clothing,North America,Organic,103.17,2024-01-05
3092,P03092,Toys,North America,Social Media,92.59,2024-12-25
3093,P03093,Clothing,North America,Email,108.53,2024-03-28
3094,P03094,Books,North America,Paid Ads,162.82,2024-02-12
3095,P03095,Electronics,South America,Social Media,153.75,2024-09-12
3096,P03096,Home,Australia,Social Media,40.91,2024-08-10
3097,P03097,Toys,North America,Email,149.27,2024-11-26
3098,P03098,Electronics,North America,Organic,159.56,2024-06-18
3099,P03099,Electronics,North America,Email,92.44,2024-10-16
3100,P03100,Clothing,Europe,Email,125.42,2024-02-18
3101,P03101,Electronics,North America,Organic,124.7,2024-09-27
3102,P03102,Home,North America,Social Media,57.5,2024-01-22
3103,P03103,Toys,North America,Organic,80.9,2024-04-27
3104,P03104,Clothing,Asia,Social Media,137.54,2024-04-18
3105,P03105,Electronics,Asia,Email,75.21,2024-12-20
3106,P03106,Clothing,Europe,Organic,148.77,2024-10-17
3107,P03107,Home,North America,Paid Ads,165.25,2024-08-31
3108,P03108,Electronics,South America,Organic,157.18,2024-05-18
3109,P03109,Clothing,Australia,Organic,198.99,2024-01-24
3110,P03110,Home,North America,Email,95.46,2024-02-08
3111,P03111,Home,North America,Social Media,108.86,2024-12-16
3112,P03112,Electronics,Europe,Social Media,116.03,2024-05-23
3113,P03113,Home,North America,Paid Ads,96.98,2024-10-05
3114,P03114,Electronics,Europe,Paid Ads,127.11,2024-10-15
3115,P03115,Electronics,Europe,Referral,14.44,2024-12-02
3116,P03116,Books,Europe,Social Media,110.25,2024-01-17
3117,P03117,Home,North America,Organic,31.13,2024-04-01
3118,P03118,Electronics,Europe,Organic,51.87,2024-06-10
3119,P03119,Electronics,Australia,Organic,136.64,2024-01-09
3120,P03120,Electronics,North America,Organic,90.04,2024-04-16
3121,P03121,Electronics,Europe,Organic,134.88,2024-10-27
3122,P03122,Electronics,North America,Email,88.96,2024-03-14
3123,P03123,Electronics,North America,Social Media,155.32,2024-12-30
3124,P03124,Clothing,Europe,Social Media,88.05,2024-07-22
3125,P03125,Home,North America,Social Media,10.0,2024-02-09
3126,P03126,Home,North America,Email,111.27,2024-06-02
3127,P03127,Home,North America,Social Media,10.0,2024-03-24
3128,P03128,Electronics,Europe,Email,27.36,2024-10-15
3129,P03129,Toys,Asia,Organic,55.85,2024-05-03
3130,P03130,Books,North America,Paid Ads,49.61,2024-10-17
3131,P03131,Books,Europe,Paid Ads,72.75,2024-07-18
3132,P03132,Books,North America,Social Media,47.9,2024-12-12
3133,P03133,Toys,Europe,Social Media,29.7,2024-10-03
3134,P03134,Clothing,Europe,Social Media,177.09,2024-06-18
3135,P03135,Electronics,Europe,Referral,66.09,2024-07-15
3136,P03136,Home,Australia,Organic,10.0,2024-03-12
3137,P03137,Home,South America,Social Media,81.95,2024-12-18
3138,P03138,Home,North America,Paid Ads,43.76,2024-02-10
3139,P03139,Clothing,Asia,Email,55.75,2024-09-13
3140,P03140,Electronics,North America,Paid Ads,135.52,2024-06-26
3141,P03141,Clothing,Australia,Social Media,77.59,2024-01-28
3142,P03142,Toys,North America,Email,42.37,2024-02-20
3143,P03143,Clothing,North America,Organic,122.31,2024-08-11
3144,P03144,Clothing,North America,Paid Ads,157.5,2024-04-28
3145,P03145,Electronics,North America,Paid Ads,126.84,2024-02-08
3146,P03146,Clothing,Asia,Organic,10.0,2024-06-23
3147,P03147,Books,South America,Social Media,44.25,2024-11-05
3148,P03148,Home,Europe,Email,102.37,2024-11-10
3149,P03149,Home,Asia,Referral,87.79,2024-10-31
3150,P03150,Clothing,Asia,Organic,83.64,2024-07-22
3151,P03151,Home,North America,Organic,50.86,2024-06-16
3152,P03152,Electronics,North America,Email,29.72,2024-01-16
3153,P03153,Home,North America,Organic,200.39,2024-11-20
3154,P03154,Clothing,North America,Email,101.36,2024-05-19
3155,P03155,Clothing,North America,Organic,132.11,2024-08-18
3156,P03156,Home,North America,Paid Ads,100.31,2024-09-08
3157,P03157,Toys,North America,Organic,102.32,2024-04-26
3158,P03158,Electronics,North America,Email,96.89,2024-07-01
3159,P03159,Books,South America,Email,43.98,2024-10-10
3160,P03160,Electronics,North America,Social Media,24.28,2024-07-11
3161,P03161,Clothing,Europe,Paid Ads,119.31,2024-08-09
3162,P03162,Electronics,Europe,Email,109.39,2024-04-05
3163,P03163,Clothing,Europe,Paid Ads,146.91,2024-12-14
3164,P03164,Clothing,North America,Organic,136.77,2024-10-26
3165,P03165,Electronics,North America,Organic,59.57,2024-12-04
3166,P03166,Clothing,North America,Paid Ads,156.63,2024-07-13
3167,P03167,Toys,North America,Organic,138.25,2024-02-13
3168,P03168,Electronics,North America,Paid Ads,134.54,2024-11-12
3169,P03169,Home,Europe,Social Media,212.47,2024-05-31
3170,P03170,Clothing,Europe,Organic,202.2,2024-05-06
3171,P03171,Home,Europe,Organic,134.5,2024-12-31
3172,P03172,Electronics,Europe,Social Media,128.26,2024-02-07
3173,P03173,Electronics,North America,Organic,154.08,2024-02-12
3174,P03174,Electronics,Asia,Organic,70.8,2024-05-17
3175,P03175,Electronics,North America,Paid Ads,71.51,2024-03-19
3176,P03176,Electronics,Asia,Email,133.67,2024-07-13
3177,P03177,Home,Asia,Organic,57.18,2024-12-30
3178,P03178,Books,Europe,Email,129.64,2024-11-20
3179,P03179,Books,North America,Organic,107.84,2024-03-19
3180,P03180,Home,Europe,Email,57.19,2024-07-18
3181,P03181,Electronics,North America,Organic,101.29,2024-06-11
3182,P03182,Electronics,North America,Email,165.25,2024-07-03
3183,P03183,Clothing,North America,Social Media,104.12,2024-02-24
3184,P03184,Electronics,North America,Social Media,104.33,2024-02-16
3185,P03185,Clothing,Europe,Social Media,116.45,2024-01-03
3186,P03186,Clothing,Asia,Organic,122.96,2024-06-06
3187,P03187,Clothing,North America,Paid Ads,83.46,2024-08-15
3188,P03188,Clothing,South America,Social Media,117.51,2024-07-03
3189,P03189,Books,Australia,Social Media,47.55,2024-05-18
3190,P03190,Home,Australia,Email,60.05,2024-02-22
3191,P03191,Clothing,Asia,Organic,66.44,2024-03-08
3192,P03192,Toys,North America,Social Media,123.49,2024-02-14
3193,P03193,Toys,North America,Social Media,108.01,2024-04-05
3194,P03194,Clothing,Europe,Social Media,93.28,2024-08-08
3195,P03195,Clothing,Europe,Email,134.54,2024-08-17
3196,P03196,Clothing,Asia,Social Media,118.94,2024-10-12
3197,P03197,Toys,Australia,Email,85.5,2024-10-11
3198,P03198,Books,Europe,Organic,48.24,2024-09-19
3199,P03199,Electronics,North America,Organic,59.01,2024-07-27
3200,P03200,Clothing,North America,Social Media,26.66,2024-02-22
3201,P03201,Clothing,North America,Organic,107.03,2024-01-14
3202,P03202,Clothing,Europe,Email,56.89,2024-02-15
3203,P03203,Electronics,Europe,Paid Ads,75.23,2024-06-30
3204,P03204,Books,Asia,Social Media,93.62,2024-10-10
3205,P03205,Home,Europe,Organic,152.2,2024-02-17
3206,P03206,Books,South America,Organic,146.44,2024-11-01
3207,P03207,Books,Europe,Social Media,97.26,2024-11-02
3208,P03208,Home,Asia,Paid Ads,163.28,2024-06-15
3209,P03209,Clothing,North America,Email,10.0,2024-07-16
3210,P03210,Home,Asia,Organic,193.86,2024-01-07
3211,P03211,Electronics,Europe,Social Media,134.62,2024-05-29
3212,P03212,Home,North America,Social Media,105.14,2024-07-30
3213,P03213,Electronics,North America,Organic,55.43,2024-07-17
3214,P03214,Home,South America,Email,78.1,2024-02-13
3215,P03215,Electronics,North America,Email,130.47,2024-10-13
3216,P03216,Electronics,Europe,Email,131.6,2024-05-04
3217,P03217,Electronics,North America,Organic,133.42,2024-10-19
3218,P03218,Electronics,Europe,Email,63.58,2024-09-23
3219,P03219,Home,Asia,Social Media,53.51,2024-03-27
3220,P03220,Home,North America,Organic,109.76,2024-12-16
3221,P03221,Clothing,Europe,Email,138.49,2024-07-13
3222,P03222,Electronics,Australia,Email,100.16,2024-03-27
3223,P03223,Electronics,Asia,Social Media,174.07,2024-03-12
3224,P03224,Electronics,Asia,Social Media,101.66,2024-05-17
3225,P03225,Electronics,Europe,Social Media,99.96,2024-06-03
3226,P03226,Books,North America,Paid Ads,133.53,2024-05-17
3227,P03227,Electronics,Europe,Email,160.96,2024-09-09
3228,P03228,Clothing,Asia,Social Media,32.54,2024-03-15
3229,P03229,Electronics,North America,Social Media,44.1,2024-02-02
3230,P03230,Electronics,North America,Social Media,84.34,2024-03-26
3231,P03231,Clothing,North America,Organic,257.95,2024-08-10
3232,P03232,Home,Europe,Social Media,86.93,2024-05-21
3233,P03233,Electronics,Asia,Email,93.91,2024-08-03
3234,P03234,Electronics,North America,Email,130.92,2024-06-02
3235,P03235,Clothing,Europe,Paid Ads,148.85,2024-09-04
3236,P03236,Electronics,South America,Email,108.49,2024-02-09
3237,P03237,Electronics,North America,Email,158.22,2024-07-03
3238,P03238,Toys,Europe,Organic,40.3,2024-05-08
3239,P03239,Home,Australia,Email,61.7,2024-05-06
3240,P03240,Clothing,Australia,Organic,158.12,2024-11-16
3241,P03241,Clothing,North America,Organic,100.55,2024-09-10
3242,P03242,Clothing,North America,Email,36.88,2024-10-31
3243,P03243,Clothing,North America,Organic,33.87,2024-11-11
3244,P03244,Home,Asia,Referral,59.45,2024-04-10
3245,P03245,Home,Asia,Organic,100.11,2024-08-22
3246,P03246,Electronics,Europe,Paid Ads,123.37,2024-02-24
3247,P03247,Clothing,North America,Social Media,83.55,2024-03-10
3248,P03248,Clothing,North America,Email,119.25,2024-06-04
3249,P03249,Books,Europe,Paid Ads,78.15,2024-01-04
3250,P03250,Home,Europe,Email,161.2,2024-07-21
3251,P03251,Clothing,Asia,Referral,227.59,2024-06-19
3252,P03252,Electronics,Europe,Social Media,80.37,2024-11-13
3253,P03253,Home,North America,Paid Ads,124.0,2024-07-13
3254,P03254,Electronics,North America,Email,119.92,2024-06-17
3255,P03255,Clothing,North America,Social Media,106.93,2024-08-13
3256,P03256,Electronics,North America,Paid Ads,132.66,2024-06-20
3257,P03257,Home,North America,Social Media,123.94,2024-08-08
3258,P03258,Electronics,North America,Social Media,76.45,2024-11-29
3259,P03259,Clothing,North America,Social Media,165.83,2024-10-31
3260,P03260,Books,North America,Organic,110.08,2024-03-10
3261,P03261,Electronics,Asia,Referral,80.76,2024-06-02
3262,P03262,Clothing,North America,Social Media,222.16,2024-06-13
3263,P03263,Clothing,Europe,Email,94.19,2024-11-04
3264,P03264,Electronics,Asia,Social Media,112.75,2024-12-21
3265,P03265,Home,Europe,Organic,108.77,2024-04-12
3266,P03266,Electronics,Australia,Social Media,93.51,2024-09-02
3267,P03267,Clothing,North America,Social Media,122.43,2024-06-09
3268,P03268,Clothing,Asia,Social Media,57.75,2024-03-31
3269,P03269,Home,Australia,Organic,129.83,2024-07-22
3270,P03270,Home,Asia,Paid Ads,12.08,2024-06-12
3271,P03271,Electronics,North America,Organic,35.1,2024-05-29
3272,P03272,Electronics,North America,Social Media,191.29,2024-12-21
3273,P03273,Home,North America,Organic,37.19,2024-11-20
3274,P03274,Clothing,Europe,Organic,10.0,2024-09-08
3275,P03275,Books,Asia,Social Media,38.43,2024-10-21
3276,P03276,Books,North America,Social Media,187.0,2024-05-04
3277,P03277,Books,Europe,Social Media,10.41,2024-06-15
3278,P03278,Clothing,Europe,Organic,52.21,2024-07-11
3279,P03279,Clothing,Europe,Organic,27.09,2024-05-23
3280,P03280,Home,Asia,Organic,86.29,2024-07-20
3281,P03281,Clothing,Asia,Social Media,78.2,2024-07-05
3282,P03282,Electronics,North America,Email,75.96,2024-02-28
3283,P03283,Books,Europe,Referral,192.81,2024-10-15
3284,P03284,Books,North America,Social Media,40.05,2024-04-12
3285,P03285,Clothing,Europe,Paid Ads,94.89,2024-10-30
3286,P03286,Electronics,Australia,Organic,116.93,2024-10-06
3287,P03287,Clothing,Asia,Social Media,50.99,2024-04-02
3288,P03288,Books,Europe,Email,124.33,2024-12-15
3289,P03289,Toys,North America,Paid Ads,80.01,2024-10-08
3290,P03290,Electronics,North America,Email,118.72,2024-01-14
3291,P03291,Electronics,Europe,Paid Ads,94.6,2024-08-24
3292,P03292,Books,North America,Social Media,10.0,2024-12-28
3293,P03293,Clothing,Europe,Organic,165.3,2024-04-17
3294,P03294,Clothing,North America,Paid Ads,203.52,2024-08-12
3295,P03295,Toys,North America,Paid Ads,91.16,2024-05-29
3296,P03296,Electronics,North America,Email,55.1,2024-12-20
3297,P03297,Home,Australia,Organic,175.3,2024-02-05
3298,P03298,Electronics,Asia,Social Media,194.52,2024-07-28
3299,P03299,Clothing,North America,Social Media,91.56,2024-12-10
3300,P03300,Books,North America,Social Media,89.07,2024-09-12
3301,P03301,Clothing,Europe,Social Media,96.0,2024-03-12
3302,P03302,Toys,North America,Social Media,16.27,2024-11-20
3303,P03303,Clothing,Europe,Email,85.44,2024-06-04
3304,P03304,Clothing,Asia,Referral,185.75,2024-05-03
3305,P03305,Electronics,Europe,Organic,91.57,2024-05-09
3306,P03306,Clothing,Europe,Email,48.0,2024-12-03
3307,P03307,Clothing,Europe,Referral,124.83,2024-03-19
3308,P03308,Electronics,South America,Social Media,66.64,2024-08-04
3309,P03309,Clothing,South America,Email,96.68,2024-07-12
3310,P03310,Clothing,Europe,Organic,36.56,2024-02-07
3311,P03311,Home,North America,Social Media,48.17,2024-08-17
3312,P03312,Home,Europe,Organic,136.88,2024-11-02
3313,P03313,Home,North America,Social Media,105.79,2024-09-02
3314,P03314,Electronics,Europe,Social Media,61.2,2024-10-25
3315,P03315,Electronics,Europe,Social Media,105.98,2024-07-24
3316,P03316,Home,North America,Paid Ads,69.64,2024-09-30
3317,P03317,Clothing,North America,Organic,60.81,2024-09-16
3318,P03318,Electronics,Europe,Organic,158.2,2024-12-20
3319,P03319,Books,Asia,Organic,139.14,2024-08-02
3320,P03320,Home,Europe,Social Media,98.94,2024-10-05
3321,P03321,Clothing,Europe,Organic,107.22,2024-01-19
3322,P03322,Electronics,North America,Email,99.58,2024-07-03
3323,P03323,Home,Europe,Social Media,124.35,2024-12-25
3324,P03324,Clothing,Europe,Organic,60.02,2024-10-01
3325,P03325,Home,Europe,Social Media,143.13,2024-10-31
3326,P03326,Home,North America,Social Media,117.68,2024-11-22
3327,P03327,Books,Europe,Paid Ads,86.85,2024-02-13
3328,P03328,Clothing,North America,Organic,75.61,2024-02-25
3329,P03329,Electronics,North America,Organic,142.06,2024-05-07
3330,P03330,Home,Australia,Email,92.48,2024-12-02
3331,P03331,Home,North America,Email,65.06,2024-12-06
3332,P03332,Home,North America,Organic,80.77,2024-06-30
3333,P03333,Electronics,Europe,Organic,138.46,2024-03-26
3334,P03334,Electronics,Asia,Organic,19.47,2024-11-27
3335,P03335,Books,Europe,Referral,82.23,2024-11-09
3336,P03336,Home,Asia,Referral,153.53,2024-01-23
3337,P03337,Toys,Asia,Email,91.59,2024-10-15
3338,P03338,Home,North America,Paid Ads,113.64,2024-11-26
3339,P03339,Clothing,North America,Organic,154.34,2024-12-12
3340,P03340,Home,North America,Organic,144.62,2024-11-27
3341,P03341,Books,Asia,Social Media,78.0,2024-07-23
3342,P03342,Clothing,North America,Organic,93.48,2024-06-18
3343,P03343,Home,North America,Paid Ads,145.24,2024-08-08
3344,P03344,Electronics,Europe,Organic,146.97,2024-02-24
3345,P03345,Clothing,Europe,Organic,95.6,2024-01-06
3346,P03346,Home,Europe,Social Media,97.32,2024-02-20
3347,P03347,Electronics,Europe,Email,113.38,2024-05-12
3348,P03348,Electronics,North America,Social Media,168.35,2024-04-23
3349,P03349,Clothing,Europe,Email,153.38,2024-09-18
3350,P03350,Electronics,Europe,Organic,134.67,2024-09-22
3351,P03351,Electronics,South America,Email,46.07,2024-10-12
3352,P03352,Clothing,North America,Organic,86.26,2024-10-24
3353,P03353,Toys,Asia,Email,88.89,2024-12-18
3354,P03354,Clothing,Europe,Social Media,170.92,2024-10-21
3355,P03355,Electronics,North America,Social Media,88.06,2024-04-23
3356,P03356,Electronics,Asia,Paid Ads,162.67,2024-08-16
3357,P03357,Home,North America,Social Media,71.47,2024-07-10
3358,P03358,Clothing,Australia,Social Media,75.46,2024-07-19
3359,P03359,Books,Asia,Paid Ads,124.07,2024-08-25
3360,P03360,Home,North America,Referral,178.41,2024-12-13
3361,P03361,Home,North America,Organic,89.41,2024-10-28
3362,P03362,Electronics,North America,Social Media,10.0,2024-12-19
3363,P03363,Home,North America,Social Media,21.79,2024-09-13
3364,P03364,Electronics,North America,Referral,114.9,2024-03-18
3365,P03365,Toys,North America,Paid Ads,26.26,2024-06-25
3366,P03366,Home,Europe,Organic,56.72,2024-01-13
3367,P03367,Clothing,North America,Social Media,100.62,2024-09-04
3368,P03368,Electronics,Asia,Social Media,10.0,2024-02-23
3369,P03369,Electronics,Asia,Social Media,81.01,2024-05-31
3370,P03370,Home,Europe,Organic,41.76,2024-07-31
3371,P03371,Electronics,Asia,Social Media,25.04,2024-02-13
3372,P03372,Clothing,North America,Referral,59.89,2024-02-29
3373,P03373,Electronics,North America,Social Media,46.54,2024-03-13
3374,P03374,Home,Europe,Organic,123.47,2024-06-27
3375,P03375,Books,Europe,Social Media,159.83,2024-06-08
3376,P03376,Home,Europe,Organic,81.78,2024-06-24
3377,P03377,Home,Asia,Social Media,70.19,2024-08-21
3378,P03378,Electronics,Australia,Organic,79.29,2024-04-15
3379,P03379,Electronics,Europe,Organic,44.59,2024-09-23
3380,P03380,Home,Asia,Social Media,35.56,2024-09-04
3381,P03381,Clothing,North America,Paid Ads,17.72,2024-06-27
3382,P03382,Clothing,North America,Organic,33.52,2024-08-31
3383,P03383,Electronics,Asia,Paid Ads,181.6,2024-02-19
3384,P03384,Electronics,Europe,Paid Ads,65.48,2024-08-12
3385,P03385,Electronics,Europe,Paid Ads,10.0,2024-12-22
3386,P03386,Books,North America,Social Media,70.65,2024-08-19
3387,P03387,Electronics,Europe,Social Media,20.48,2024-06-12
3388,P03388,Clothing,North America,Referral,102.97,2024-02-04
3389,P03389,Electronics,Europe,Email,97.58,2024-06-02
3390,P03390,Home,North America,Social Media,102.79,2024-01-23
3391,P03391,Clothing,North America,Organic,97.96,2024-12-29
3392,P03392,Books,North America,Social Media,81.36,2024-02-28
3393,P03393,Books,North America,Organic,27.21,2024-01-12
3394,P03394,Clothing,Asia,Paid Ads,96.27,2024-06-24
3395,P03395,Toys,North America,Organic,150.95,2024-11-27
3396,P03396,Toys,North America,Social Media,190.68,2024-02-25
3397,P03397,Books,Europe,Email,88.1,2024-12-12
3398,P03398,Books,Europe,Email,93.52,2024-03-25
3399,P03399,Electronics,North America,Email,125.02,2024-05-04
3400,P03400,Clothing,North America,Social Media,174.66,2024-09-21
3401,P03401,Electronics,Australia,Email,75.69,2024-03-30
3402,P03402,Electronics,Europe,Organic,134.63,2024-10-09
3403,P03403,Toys,North America,Organic,58.86,2024-03-22
3404,P03404,Clothing,Europe,Paid Ads,116.49,2024-06-18
3405,P03405,Home,North America,Organic,148.53,2024-10-13
3406,P03406,Books,North America,Social Media,35.46,2024-08-06
3407,P03407,Books,Europe,Organic,73.74,2024-08-24
3408,P03408,Toys,Asia,Organic,147.74,2024-04-28
3409,P03409,Electronics,North America,Email,130.81,2024-07-26
3410,P03410,Electronics,Asia,Organic,151.8,2024-11-18
3411,P03411,Clothing,North America,Social Media,142.42,2024-04-04
3412,P03412,Electronics,North America,Email,82.94,2024-04-05
3413,P03413,Electronics,North America,Paid Ads,209.96,2024-11-23
3414,P03414,Clothing,North America,Paid Ads,106.85,2024-12-02
3415,P03415,Home,South America,Organic,10.0,2024-08-09
3416,P03416,Clothing,Europe,Organic,85.88,2024-07-21
3417,P03417,Clothing,North America,Paid Ads,76.54,2024-01-15
3418,P03418,Home,Australia,Referral,139.76,2024-11-10
3419,P03419,Electronics,Asia,Email,77.44,2024-04-11
3420,P03420,Electronics,Asia,Organic,154.95,2024-08-18
3421,P03421,Home,South America,Email,127.9,2024-10-30
3422,P03422,Home,North America,Social Media,50.0,2024-08-07
3423,P03423,Home,Asia,Email,92.98,2024-07-18
3424,P03424,Electronics,Europe,Organic,61.22,2024-01-03
3425,P03425,Books,Asia,Paid Ads,109.24,2024-12-26
3426,P03426,Home,Asia,Paid Ads,60.93,2024-04-19
3427,P03427,Clothing,North America,Social Media,103.72,2024-04-15
3428,P03428,Home,Asia,Organic,86.38,2024-05-22
3429,P03429,Books,North America,Social Media,92.39,2024-12-26
3430,P03430,Clothing,North America,Social Media,202.55,2024-02-02
3431,P03431,Clothing,North America,Paid Ads,81.98,2024-10-22
3432,P03432,Toys,South America,Email,10.0,2024-02-22
3433,P03433,Home,North America,Organic,150.79,2024-10-01
3434,P03434,Clothing,Europe,Social Media,150.4,2024-04-05
3435,P03435,Home,North America,Email,10.0,2024-07-06
3436,P03436,Clothing,Australia,Organic,64.96,2024-06-15
3437,P03437,Electronics,North America,Social Media,121.79,2024-04-10
3438,P03438,Clothing,Asia,Email,126.21,2024-08-22
3439,P03439,Toys,Asia,Social Media,99.76,2024-02-28
3440,P03440,Toys,Europe,Organic,100.89,2024-05-14
3441,P03441,Clothing,North America,Referral,53.07,2024-12-09
3442,P03442,Clothing,Asia,Paid Ads,10.0,2024-09-07
3443,P03443,Electronics,South America,Referral,202.48,2024-09-27
3444,P03444,Toys,Asia,Paid Ads,51.57,2024-11-23
3445,P03445,Toys,North America,Paid Ads,108.83,2024-06-09
3446,P03446,Home,Asia,Organic,92.06,2024-11-01
3447,P03447,Books,North America,Organic,144.86,2024-07-17
3448,P03448,Home,Europe,Email,105.74,2024-11-08
3449,P03449,Clothing,Asia,Paid Ads,107.67,2024-07-19
3450,P03450,Electronics,North America,Social Media,10.0,2024-10-27
3451,P03451,Clothing,Asia,Social Media,58.33,2024-02-28
3452,P03452,Home,Europe,Paid Ads,137.23,2024-06-27
3453,P03453,Home,Asia,Social Media,132.73,2024-06-29
3454,P03454,Clothing,North America,Referral,52.42,2024-08-22
3455,P03455,Toys,Europe,Organic,21.1,2024-11-12
3456,P03456,Electronics,Asia,Email,106.33,2024-03-29
3457,P03457,Clothing,North America,Organic,10.0,2024-12-10
3458,P03458,Home,North America,Paid Ads,42.57,2024-12-27
3459,P03459,Home,Australia,Social Media,188.01,2024-06-01
3460,P03460,Home,North America,Organic,172.25,2024-11-10
3461,P03461,Electronics,Australia,Paid Ads,124.36,2024-10-29
3462,P03462,Electronics,North America,Social Media,115.37,2024-02-13
3463,P03463,Home,North America,Social Media,10.0,2024-12-10
3464,P03464,Clothing,Asia,Social Media,62.97,2024-03-09
3465,P03465,Electronics,Europe,Social Media,85.24,2024-06-09
3466,P03466,Home,Europe,Social Media,64.03,2024-03-01
3467,P03467,Clothing,Europe,Organic,82.49,2024-05-02
3468,P03468,Home,Asia,Email,164.96,2024-06-05
3469,P03469,Books,North America,Paid Ads,72.91,2024-02-29
3470,P03470,Electronics,Europe,Social Media,82.95,2024-04-03
3471,P03471,Electronics,North America,Email,136.98,2024-07-10
3472,P03472,Home,Europe,Organic,29.03,2024-12-21
3473,P03473,Home,North America,Paid Ads,57.99,2024-03-13
3474,P03474,Home,North America,Organic,63.11,2024-09-18
3475,P03475,Books,Europe,Email,102.78,2024-07-17
3476,P03476,Books,North America,Paid Ads,82.75,2024-08-02
3477,P03477,Toys,North America,Email,84.33,2024-11-01
3478,P03478,Clothing,Europe,Social Media,66.76,2024-03-11
3479,P03479,Clothing,Europe,Email,46.46,2024-10-21
3480,P03480,Clothing,Asia,Organic,130.46,2024-07-15
3481,P03481,Electronics,Europe,Social Media,83.11,2024-08-04
3482,P03482,Clothing,North America,Organic,130.95,2024-04-05
3483,P03483,Electronics,Europe,Organic,44.42,2024-09-06
3484,P03484,Toys,North America,Paid Ads,66.74,2024-11-21
3485,P03485,Clothing,Asia,Social Media,88.94,2024-10-02
3486,P03486,Clothing,Australia,Social Media,93.61,2024-12-21
3487,P03487,Clothing,Europe,Email,137.72,2024-11-26
3488,P03488,Electronics,Europe,Email,78.47,2024-03-29
3489,P03489,Electronics,North America,Organic,137.34,2024-10-11
3490,P03490,Clothing,Europe,Organic,118.75,2024-03-26
3491,P03491,Electronics,Asia,Organic,94.66,2024-09-07
3492,P03492,Home,North America,Paid Ads,52.44,2024-05-27
3493,P03493,Books,North America,Paid Ads,137.84,2024-03-12
3494,P03494,Books,Europe,Email,53.68,2024-04-05
3495,P03495,Home,Asia,Referral,98.94,2024-06-10
3496,P03496,Electronics,North America,Social Media,97.3,2024-08-18
3497,P03497,Books,South America,Organic,89.65,2024-11-13
3498,P03498,Books,North America,Organic,80.53,2024-01-28
3499,P03499,Electronics,North America,Paid Ads,58.9,2024-07-02
3500,P03500,Home,Asia,Email,19.15,2024-01-05
3501,P03501,Electronics,North America,Organic,170.19,2024-09-05
3502,P03502,Books,Europe,Paid Ads,75.41,2024-03-10
3503,P03503,Toys,North America,Organic,93.59,2024-04-09
3504,P03504,Electronics,North America,Organic,93.29,2024-07-15
3505,P03505,Books,North America,Social Media,154.78,2024-10-14
3506,P03506,Home,South America,Social Media,196.66,2024-09-15
3507,P03507,Toys,Europe,Referral,107.99,2024-11-30
3508,P03508,Clothing,Asia,Organic,92.15,2024-09-10
3509,P03509,Books,North America,Organic,43.83,2024-07-28
3510,P03510,Electronics,Europe,Email,27.82,2024-12-16
3511,P03511,Clothing,Europe,Social Media,11.3,2024-09-08
3512,P03512,Electronics,South America,Email,60.21,2024-07-31
3513,P03513,Toys,Asia,Email,10.0,2024-12-29
3514,P03514,Books,Asia,Social Media,153.94,2024-08-15
3515,P03515,Books,North America,Social Media,121.15,2024-09-07
3516,P03516,Toys,Europe,Organic,87.42,2024-03-26
3517,P03517,Electronics,Europe,Organic,155.47,2024-02-12
3518,P03518,Clothing,South America,Social Media,46.44,2024-10-16
3519,P03519,Electronics,North America,Organic,59.0,2024-01-16
3520,P03520,Electronics,North America,Paid Ads,10.0,2024-04-22
3521,P03521,Electronics,Europe,Email,138.72,2024-05-29
3522,P03522,Clothing,North America,Paid Ads,59.48,2024-01-17
3523,P03523,Electronics,North America,Paid Ads,100.78,2024-05-20
3524,P03524,Electronics,Asia,Social Media,150.13,2024-04-25
3525,P03525,Electronics,Europe,Social Media,168.54,2024-10-02
3526,P03526,Electronics,Asia,Email,98.54,2024-05-27
3527,P03527,Toys,Asia,Organic,119.21,2024-03-27
3528,P03528,Home,North America,Email,54.81,2024-08-22
