product_id,category,geography,marketing_channel,return_risk_score,total_orders,total_returns,return_rate
P01701,Toys,North America,Social Media,0.1741540689089506,1,0,0.0
P01702,Clothing,Europe,Referral,0.1488822022082271,1,0,0.0
P01703,Clothing,North America,Paid Ads,0.1578826312305044,1,0,0.0
P01704,Clothing,North America,Email,0.1415597006280888,1,0,0.0
P01705,Clothing,North America,Organic,0.1397648240690912,1,0,0.0
P01706,Electronics,Europe,Organic,0.1395178453498247,1,0,0.0
P01707,Home,South America,Paid Ads,0.1773664507606605,1,0,0.0
P01708,Electronics,Australia,Email,0.1311260339682644,1,0,0.0
P01709,Home,North America,Email,0.1566739889837389,1,0,0.0
P01710,Home,Europe,Paid Ads,0.1400948530179799,1,1,1.0
P01711,Electronics,Asia,Organic,0.1342762421991387,1,0,0.0
P01712,Electronics,North America,Email,0.1316129036063767,1,0,0.0
P01713,Home,Europe,Paid Ads,0.1488404183297005,1,0,0.0
P01714,Clothing,Europe,Social Media,0.1659698124096212,1,0,0.0
P01715,Electronics,North America,Organic,0.1537182393011368,1,0,0.0
P01716,Toys,Europe,Social Media,0.1575128725759783,1,0,0.0
P01717,Electronics,North America,Social Media,0.1764376966405043,1,0,0.0
P01718,Home,Europe,Email,0.1331548976582429,1,1,1.0
P01719,Toys,North America,Email,0.1416785727494772,1,0,0.0
P01720,Electronics,North America,Organic,0.1457853267214974,1,0,0.0
P01721,Electronics,North America,Organic,0.1415458499242812,1,0,0.0
P01722,Electronics,Asia,Email,0.1329354074566117,1,0,0.0
P01723,Clothing,Europe,Social Media,0.1620500542332471,1,0,0.0
P01724,Electronics,Europe,Organic,0.148714547316152,1,1,1.0
P01725,Home,Europe,Email,0.1423433638882736,1,1,1.0
P01726,Electronics,Europe,Organic,0.1364047157665581,1,0,0.0
P01727,Clothing,North America,Organic,0.1558075453386521,1,0,0.0
P01728,Toys,Asia,Paid Ads,0.1395650630450187,1,0,0.0
P01729,Books,North America,Organic,0.141487692900611,1,1,1.0
P01730,Home,North America,Social Media,0.1726407327147756,1,0,0.0
P01731,Clothing,Asia,Paid Ads,0.1299425519768692,1,0,0.0
P01732,Home,North America,Referral,0.1733582729363667,1,0,0.0
P01733,Clothing,North America,Email,0.1466379330189212,1,0,0.0
P01734,Clothing,Europe,Referral,0.1543831773033468,1,0,0.0
P01735,Electronics,Europe,Organic,0.1498188705516829,1,1,1.0
P01736,Books,Asia,Email,0.115585848815609,1,0,0.0
P01737,Clothing,Europe,Email,0.131350356898808,1,0,0.0
P01738,Electronics,Europe,Organic,0.140590027191861,1,0,0.0
P01739,Clothing,Asia,Social Media,0.1627018929437645,1,0,0.0
P01740,Clothing,North America,Social Media,0.161561504027753,1,0,0.0
P01741,Books,North America,Social Media,0.1570345933854816,1,0,0.0
P01742,Home,Europe,Social Media,0.1530265844633293,1,0,0.0
P01743,Home,North America,Email,0.1478540157418824,1,0,0.0
P01744,Electronics,Australia,Organic,0.1325753812670478,1,0,0.0
P01745,Clothing,Asia,Social Media,0.1473362658602476,1,0,0.0
P01746,Clothing,North America,Referral,0.1667940528363587,1,0,0.0
P01747,Electronics,North America,Social Media,0.1680724396672705,1,1,1.0
P01748,Electronics,North America,Email,0.143253863343551,1,0,0.0
P01749,Home,North America,Social Media,0.1732465490481002,1,0,0.0
P01750,Electronics,North America,Social Media,0.1662122072042903,1,0,0.0
P01751,Clothing,Europe,Social Media,0.1606279346865325,1,0,0.0
P01752,Electronics,Asia,Organic,0.1314031632995556,1,0,0.0
P01753,Electronics,Asia,Organic,0.1349466643832591,1,0,0.0
P01754,Electronics,North America,Social Media,0.1637687759534743,1,0,0.0
P01755,Toys,North America,Email,0.1322032348844675,1,0,0.0
P01756,Books,Europe,Social Media,0.1659414327183739,1,0,0.0
P01757,Toys,Asia,Paid Ads,0.1420822252090542,1,0,0.0
P01758,Clothing,Asia,Organic,0.1308748634244233,1,0,0.0
P01759,Electronics,South America,Social Media,0.1783987915850854,1,0,0.0
P01760,Clothing,Europe,Email,0.13238857106612,1,0,0.0
P01761,Clothing,Europe,Referral,0.158075485733796,1,0,0.0
P01762,Books,North America,Email,0.1465570854392196,1,0,0.0
P01763,Electronics,Europe,Organic,0.1424290244447915,1,0,0.0
P01764,Clothing,North America,Email,0.1572294544818455,1,0,0.0
P01765,Electronics,Europe,Organic,0.1330005570434085,1,1,1.0
P01766,Clothing,Europe,Referral,0.1558879478926451,1,0,0.0
P01767,Home,North America,Referral,0.1546834523733034,1,1,1.0
P01768,Clothing,North America,Organic,0.1536507648122203,1,0,0.0
P01769,Clothing,North America,Email,0.1325458466852902,1,0,0.0
P01770,Clothing,North America,Email,0.1339465128921459,1,1,1.0
P01771,Clothing,North America,Email,0.137982139585717,1,0,0.0
P01772,Home,North America,Referral,0.1641416471702028,1,0,0.0
P01773,Books,North America,Organic,0.1441619020772769,1,0,0.0
P01774,Toys,North America,Email,0.1391850210439666,1,0,0.0
P01775,Home,Australia,Social Media,0.1544211935580741,1,0,0.0
P01776,Clothing,North America,Organic,0.1466335919186118,1,0,0.0
P01777,Home,North America,Referral,0.1725238835427967,1,0,0.0
P01778,Clothing,Europe,Organic,0.1459190706269048,1,0,0.0
P01779,Electronics,Asia,Social Media,0.1466416061390166,1,0,0.0
P01780,Books,Europe,Social Media,0.1757827297841405,1,1,1.0
P01781,Electronics,North America,Email,0.1449917212764919,1,0,0.0
P01782,Toys,Europe,Paid Ads,0.1432396168629912,1,0,0.0
P01783,Clothing,Asia,Referral,0.1434401241132417,1,0,0.0
P01784,Home,Asia,Paid Ads,0.1394451174668781,1,0,0.0
P01785,Home,Europe,Organic,0.1383390189704339,1,0,0.0
P01786,Books,Asia,Organic,0.1237673886623473,1,0,0.0
P01787,Home,Asia,Organic,0.1308278369314494,1,0,0.0
P01788,Home,Europe,Organic,0.1402632913539767,1,0,0.0
P01789,Electronics,Europe,Organic,0.1511625263050373,1,0,0.0
P01790,Clothing,Europe,Email,0.1399145374045532,1,1,1.0
P01791,Electronics,Asia,Organic,0.1265420627766924,1,1,1.0
P01792,Home,North America,Social Media,0.1724811443452207,1,0,0.0
P01793,Clothing,Australia,Social Media,0.1632135414393105,1,0,0.0
P01794,Home,North America,Paid Ads,0.1466879330118228,1,0,0.0
P01795,Electronics,Europe,Paid Ads,0.1422859335765829,1,0,0.0
P01796,Electronics,Asia,Organic,0.1299929406136316,1,0,0.0
P01797,Home,North America,Social Media,0.1697666410735646,1,0,0.0
P01798,Electronics,Europe,Paid Ads,0.1481920873334022,1,0,0.0
P01799,Electronics,North America,Organic,0.1465353650171266,1,0,0.0
P01800,Electronics,North America,Email,0.1400933796601744,1,0,0.0
P01801,Toys,North America,Organic,0.1515093278606746,1,0,0.0
P01802,Home,North America,Email,0.1492665384262618,1,0,0.0
P01803,Clothing,North America,Email,0.1388719844798169,1,0,0.0
P01804,Electronics,Australia,Paid Ads,0.1573628705881091,1,0,0.0
P01805,Clothing,Australia,Social Media,0.1679092454949678,1,0,0.0
P01806,Home,North America,Social Media,0.1788926987633066,1,0,0.0
P01807,Home,Asia,Social Media,0.1528802828086735,1,1,1.0
P01808,Electronics,North America,Email,0.1544524558250695,1,1,1.0
P01809,Electronics,North America,Social Media,0.1671682352050148,1,0,0.0
P01810,Electronics,North America,Social Media,0.1634990742869348,1,1,1.0
P01811,Home,Australia,Social Media,0.1522244617748562,1,0,0.0
P01812,Home,South America,Social Media,0.1698102968976465,1,0,0.0
P01813,Electronics,North America,Email,0.1427588149673364,1,0,0.0
P01814,Electronics,North America,Social Media,0.1712338042277096,1,0,0.0
P01815,Electronics,North America,Organic,0.149699758726245,1,1,1.0
P01816,Toys,Europe,Organic,0.142646904508215,1,0,0.0
P01817,Electronics,Europe,Social Media,0.1629693179369448,1,0,0.0
P01818,Home,North America,Organic,0.1598825113073906,1,1,1.0
P01819,Home,Asia,Referral,0.1462854924438902,1,1,1.0
P01820,Clothing,North America,Paid Ads,0.1607822124548953,1,0,0.0
P01821,Electronics,South America,Social Media,0.1778433329798517,1,0,0.0
P01822,Electronics,Europe,Organic,0.1327080171054501,1,0,0.0
P01823,Home,Europe,Email,0.1261520552690269,1,0,0.0
P01824,Home,Asia,Social Media,0.1623840268634306,1,0,0.0
P01825,Home,Asia,Social Media,0.1456956490105277,1,1,1.0
P01826,Clothing,North America,Email,0.1380777922971353,1,0,0.0
P01827,Electronics,North America,Organic,0.1499795237286443,1,0,0.0
P01828,Toys,South America,Organic,0.1593006357258095,1,0,0.0
P01829,Home,North America,Organic,0.1530281139184238,1,0,0.0
P01830,Electronics,North America,Social Media,0.1817373495236522,1,0,0.0
P01831,Toys,Europe,Email,0.1454142751182717,1,0,0.0
P01832,Home,Asia,Email,0.1203221343546408,1,0,0.0
P01833,Clothing,Asia,Email,0.1292856335496103,1,0,0.0
P01834,Home,South America,Referral,0.1668164183536488,1,0,0.0
P01835,Books,Europe,Organic,0.1406471048200984,1,0,0.0
P01836,Home,North America,Referral,0.1551995098779789,1,0,0.0
P01837,Electronics,Europe,Organic,0.1322719171711805,1,0,0.0
P01838,Clothing,Asia,Email,0.1238646586053771,1,0,0.0
P01839,Toys,North America,Email,0.1370225703098752,1,0,0.0
P01840,Electronics,North America,Email,0.1476627577687295,1,0,0.0
P01841,Clothing,North America,Email,0.1400486070300867,1,0,0.0
P01842,Clothing,Europe,Paid Ads,0.150109511622635,1,0,0.0
P01843,Clothing,Asia,Email,0.131502370022637,1,0,0.0
P01844,Home,Europe,Social Media,0.1527675346399455,1,0,0.0
P01845,Toys,Australia,Organic,0.1324331852137124,1,0,0.0
P01846,Electronics,North America,Paid Ads,0.156275427080112,1,0,0.0
P01847,Electronics,South America,Email,0.1503337510902556,1,0,0.0
P01848,Electronics,Asia,Organic,0.1362982925787731,1,0,0.0
P01849,Books,North America,Social Media,0.1744734756272341,1,0,0.0
P01850,Home,Australia,Organic,0.1368248754013769,1,0,0.0
P01851,Electronics,North America,Social Media,0.171258850156144,1,0,0.0
P01852,Books,Asia,Social Media,0.1500505255232581,1,0,0.0
P01853,Books,Asia,Organic,0.1215664199416392,1,0,0.0
P01854,Books,Asia,Email,0.1229240769947759,1,0,0.0
P01855,Toys,Europe,Organic,0.1442176301340483,1,0,0.0
P01856,Electronics,North America,Paid Ads,0.1580794517073077,1,0,0.0
P01857,Home,Europe,Social Media,0.1563597932347759,1,0,0.0
P01858,Clothing,North America,Organic,0.1404475511580233,1,0,0.0
P01859,Books,Asia,Organic,0.1281821762883476,1,0,0.0
P01860,Home,Asia,Social Media,0.1616160429303107,1,0,0.0
P01861,Home,South America,Organic,0.1501840002015434,1,0,0.0
P01862,Home,North America,Organic,0.1562139687480486,1,0,0.0
P01863,Electronics,Asia,Organic,0.1391003142765942,1,0,0.0
P01864,Clothing,South America,Paid Ads,0.1618946865248359,1,0,0.0
P01865,Toys,Asia,Organic,0.1269010008038052,1,0,0.0
P01866,Toys,North America,Referral,0.1661665092009626,1,0,0.0
P01867,Electronics,North America,Organic,0.149663570604441,1,0,0.0
P01868,Electronics,North America,Social Media,0.163320811504654,1,0,0.0
P01869,Electronics,Europe,Email,0.1321532861147179,1,0,0.0
P01870,Home,Europe,Social Media,0.1654788687413092,1,0,0.0
P01871,Books,Australia,Organic,0.1408017142805072,1,0,0.0
P01872,Electronics,North America,Organic,0.1464618109275554,1,0,0.0
P01873,Clothing,North America,Email,0.1413037372010111,1,0,0.0
P01874,Books,Europe,Social Media,0.1658668129776631,1,0,0.0
P01875,Home,Asia,Email,0.1236752074451581,1,0,0.0
P01876,Clothing,South America,Social Media,0.1739861198853212,1,0,0.0
P01877,Clothing,Asia,Organic,0.125638983131885,1,0,0.0
P01878,Clothing,Europe,Organic,0.137231541648281,1,0,0.0
P01879,Electronics,Europe,Referral,0.1731118306212949,1,1,1.0
P01880,Clothing,Asia,Social Media,0.1471073167500237,1,0,0.0
P01881,Home,Europe,Organic,0.1507753553429673,1,0,0.0
P01882,Books,North America,Organic,0.1585036187656397,1,0,0.0
P01883,Home,North America,Paid Ads,0.1542705143346564,1,0,0.0
P01884,Home,North America,Organic,0.1510788884536607,1,0,0.0
P01885,Electronics,Asia,Social Media,0.14928044402749,1,0,0.0
P01886,Clothing,North America,Email,0.1323723423586686,1,1,1.0
P01887,Electronics,North America,Organic,0.1390882981398295,1,0,0.0
P01888,Electronics,North America,Organic,0.148753759511051,1,1,1.0
P01889,Home,Europe,Paid Ads,0.1462214852445079,1,0,0.0
P01890,Toys,North America,Social Media,0.183364007883515,1,0,0.0
P01891,Electronics,Europe,Referral,0.1536625554519779,1,0,0.0
P01892,Clothing,North America,Social Media,0.1826431811708996,1,0,0.0
P01893,Books,North America,Referral,0.1581781716795078,1,0,0.0
P01894,Electronics,Europe,Paid Ads,0.1607641214799495,1,0,0.0
P01895,Clothing,North America,Organic,0.1512854451330486,1,0,0.0
P01896,Home,North America,Organic,0.1523077250647257,1,1,1.0
P01897,Home,North America,Social Media,0.1660178797040069,1,0,0.0
P01898,Electronics,Asia,Social Media,0.1522592586879073,1,0,0.0
P01899,Clothing,Europe,Social Media,0.1732993377640004,1,0,0.0
P01900,Home,North America,Social Media,0.1685238226696604,1,0,0.0
P01901,Clothing,North America,Organic,0.1460383524327032,1,0,0.0
P01902,Electronics,Australia,Social Media,0.1536636688547535,1,0,0.0
P01903,Home,Europe,Paid Ads,0.1591869233593723,1,1,1.0
P01904,Electronics,Europe,Email,0.1409013187684721,1,0,0.0
P01905,Home,Asia,Organic,0.138604318101022,1,0,0.0
P01906,Electronics,Asia,Organic,0.1318042948091388,1,0,0.0
P01907,Toys,Asia,Email,0.1250867230201052,1,0,0.0
P01908,Clothing,Europe,Social Media,0.1645685682713615,1,0,0.0
P01909,Clothing,Europe,Email,0.1418666654419532,1,0,0.0
P01910,Electronics,North America,Organic,0.1469257126176162,1,0,0.0
P01911,Clothing,South America,Organic,0.1636845946373357,1,1,1.0
P01912,Books,Europe,Social Media,0.16382327810105,1,0,0.0
P01913,Toys,North America,Paid Ads,0.1445313742014387,1,1,1.0
P01914,Clothing,South America,Social Media,0.1824772464231146,1,0,0.0
P01915,Clothing,South America,Organic,0.1467238958941244,1,0,0.0
P01916,Home,Australia,Email,0.1351368125747175,1,0,0.0
P01917,Books,Asia,Organic,0.1345365092959487,1,0,0.0
P01918,Clothing,Australia,Paid Ads,0.1438189399079488,1,0,0.0
P01919,Clothing,North America,Organic,0.1515197416237366,1,0,0.0
P01920,Clothing,Asia,Email,0.1300047231243655,1,0,0.0
P01921,Home,Asia,Social Media,0.1459166675505891,1,0,0.0
P01922,Electronics,North America,Paid Ads,0.1602760674746433,1,0,0.0
P01923,Home,North America,Email,0.1494471553342332,1,1,1.0
P01924,Clothing,Australia,Social Media,0.1665398002013457,1,0,0.0
P01925,Home,North America,Organic,0.142042063812449,1,0,0.0
P01926,Electronics,Asia,Social Media,0.1511967576552791,1,0,0.0
P01927,Clothing,North America,Social Media,0.1622866218046956,1,0,0.0
P01928,Clothing,North America,Paid Ads,0.148443096707772,1,0,0.0
P01929,Home,Europe,Email,0.1382882337028516,1,0,0.0
P01930,Electronics,North America,Social Media,0.1696921532756172,1,1,1.0
P01931,Clothing,Europe,Organic,0.1487456887952825,1,0,0.0
P01932,Clothing,Europe,Paid Ads,0.146060207533952,1,0,0.0
P01933,Clothing,North America,Social Media,0.1678766144952234,1,0,0.0
P01934,Home,North America,Organic,0.1500956933231714,1,0,0.0
P01935,Home,North America,Organic,0.1435059893341136,1,1,1.0
P01936,Books,North America,Social Media,0.1635288107944356,1,0,0.0
P01937,Electronics,Asia,Email,0.1303921236669953,1,0,0.0
P01938,Books,Europe,Social Media,0.1577724118039539,1,0,0.0
P01939,Clothing,North America,Organic,0.155589730808821,1,0,0.0
P01940,Electronics,Europe,Paid Ads,0.1523203339794671,1,0,0.0
P01941,Electronics,North America,Social Media,0.1587616813717955,1,0,0.0
P01942,Clothing,North America,Paid Ads,0.1582048728120132,1,1,1.0
P01943,Home,North America,Organic,0.1520496736946061,1,1,1.0
P01944,Home,Asia,Email,0.1268734395548688,1,0,0.0
P01945,Home,South America,Organic,0.1544716151373264,1,0,0.0
P01946,Clothing,Asia,Social Media,0.1425911216282279,1,1,1.0
P01947,Clothing,North America,Paid Ads,0.1636039124480352,1,1,1.0
P01948,Electronics,North America,Organic,0.1478225793782206,1,0,0.0
P01949,Clothing,Europe,Organic,0.1365897118112378,1,0,0.0
P01950,Clothing,Asia,Organic,0.1323168351375219,1,0,0.0
P01951,Electronics,Australia,Organic,0.1317398964364632,1,0,0.0
P01952,Electronics,North America,Paid Ads,0.1491109918262105,1,0,0.0
P01953,Clothing,North America,Organic,0.1458184022236323,1,0,0.0
P01954,Home,Europe,Paid Ads,0.1447563865787791,1,0,0.0
P01955,Toys,Asia,Organic,0.1256440861301452,1,0,0.0
P01956,Toys,Asia,Social Media,0.1543883262416437,1,0,0.0
P01957,Home,Europe,Paid Ads,0.1481362953305152,1,0,0.0
P01958,Clothing,Australia,Organic,0.1430186241083056,1,0,0.0
P01959,Home,Europe,Organic,0.1373660496990931,1,0,0.0
P01960,Home,South America,Referral,0.1578616130624922,1,0,0.0
P01961,Electronics,Australia,Social Media,0.1562027199443256,1,0,0.0
P01962,Clothing,Asia,Email,0.1342610001212412,1,0,0.0
P01963,Books,North America,Social Media,0.1721123858276973,1,0,0.0
P01965,Clothing,Europe,Paid Ads,0.1502559143738492,1,0,0.0
P01966,Clothing,Europe,Referral,0.1563568356636846,1,0,0.0
P01967,Electronics,Asia,Email,0.1150216030498136,1,1,1.0
P01968,Clothing,North America,Organic,0.1507926339300603,1,0,0.0
P01969,Clothing,North America,Paid Ads,0.1558571510296453,1,0,0.0
P01970,Electronics,Asia,Organic,0.127812112160823,1,0,0.0
P01971,Electronics,North America,Social Media,0.1682178032374346,1,1,1.0
P01972,Books,North America,Organic,0.1473799568543068,1,0,0.0
P01973,Electronics,North America,Referral,0.1608171062625297,1,0,0.0
P01974,Clothing,Europe,Referral,0.1687246667624744,1,0,0.0
P01975,Electronics,North America,Organic,0.1461679003862451,1,0,0.0
P01976,Toys,Asia,Paid Ads,0.1376104354387815,1,0,0.0
P01977,Electronics,Europe,Social Media,0.1594088369085834,1,0,0.0
P01978,Clothing,South America,Social Media,0.1817470829088921,1,0,0.0
P01979,Books,Europe,Referral,0.1556379407174025,1,0,0.0
P01980,Books,North America,Social Media,0.1665211081265012,1,1,1.0
P01981,Electronics,North America,Social Media,0.1571161480887899,1,1,1.0
P01982,Books,North America,Email,0.1428574400090609,1,1,1.0
P01983,Clothing,Europe,Organic,0.1399410405470311,1,0,0.0
P01984,Clothing,North America,Organic,0.1477498334386371,1,0,0.0
P01985,Electronics,North America,Social Media,0.1611673345694551,1,0,0.0
P01986,Electronics,Europe,Paid Ads,0.1576212180970483,1,0,0.0
P01987,Home,North America,Paid Ads,0.1610427652033307,1,1,1.0
P01988,Clothing,North America,Email,0.1504634131646929,1,0,0.0
P01989,Clothing,Asia,Email,0.1302722026898366,1,0,0.0
P01990,Home,South America,Organic,0.1592311718987421,1,0,0.0
P01991,Home,North America,Organic,0.1418247462472452,1,0,0.0
P01992,Electronics,North America,Email,0.1534016099698143,1,0,0.0
P01993,Home,Australia,Email,0.1252227076479644,1,0,0.0
P01994,Electronics,North America,Email,0.1404338823749452,1,0,0.0
P01995,Home,Australia,Social Media,0.160189866145943,1,1,1.0
P01996,Home,North America,Email,0.1469324113046904,1,0,0.0
P01997,Toys,Asia,Organic,0.13385831817202,1,0,0.0
P01998,Electronics,North America,Organic,0.1459881216882853,1,0,0.0
P01999,Electronics,South America,Organic,0.1511853944011635,1,0,0.0
P02000,Electronics,North America,Email,0.1578539416690959,1,1,1.0
P02001,Electronics,Europe,Organic,0.1418563701644138,1,0,0.0
P02002,Electronics,North America,Social Media,0.1680463945293063,1,0,0.0
P02003,Toys,North America,Email,0.1384337560730716,1,0,0.0
P02004,Electronics,Asia,Organic,0.131417711380809,1,0,0.0
P02005,Electronics,Europe,Organic,0.1432789820611291,1,1,1.0
P02006,Home,South America,Email,0.1486123348061555,1,0,0.0
P02007,Clothing,Europe,Organic,0.1440703850117866,1,0,0.0
P02008,Home,Asia,Paid Ads,0.1468269508953133,1,0,0.0
P02009,Electronics,Europe,Organic,0.1385730248597457,1,0,0.0
P02010,Clothing,Australia,Organic,0.1359059749081512,1,0,0.0
P02011,Electronics,Australia,Referral,0.14460710590002,1,0,0.0
P02012,Electronics,North America,Organic,0.1502860095780276,1,0,0.0
P02013,Toys,Asia,Organic,0.1275072990710574,1,0,0.0
P02014,Electronics,Asia,Social Media,0.1454140854932022,1,1,1.0
P02015,Clothing,North America,Email,0.1332338657075359,1,1,1.0
P02016,Clothing,Europe,Organic,0.1423620805067036,1,0,0.0
P02017,Clothing,North America,Organic,0.150803933649757,1,1,1.0
P02018,Books,Asia,Email,0.1339866917177815,1,0,0.0
P02019,Electronics,North America,Referral,0.1651612287296368,1,0,0.0
P02020,Home,North America,Social Media,0.1664404821902739,1,0,0.0
P02021,Toys,Europe,Organic,0.134759075753356,1,0,0.0
P02022,Clothing,Europe,Email,0.1287338895027514,1,0,0.0
P02023,Toys,Asia,Email,0.118098496013389,1,1,1.0
P02024,Electronics,Australia,Paid Ads,0.1537543182320268,1,0,0.0
P02025,Clothing,Europe,Social Media,0.1636526651305914,1,0,0.0
P02026,Electronics,North America,Social Media,0.1651794275951773,1,0,0.0
P02027,Home,Asia,Organic,0.125105554031816,1,0,0.0
P02028,Toys,Europe,Organic,0.1376624705609575,1,0,0.0
P02029,Electronics,Europe,Organic,0.1384899510469676,1,1,1.0
P02030,Home,North America,Referral,0.1713290652563276,1,0,0.0
P02031,Electronics,Europe,Social Media,0.1618809304605565,1,0,0.0
P02032,Clothing,North America,Organic,0.1393939211192831,1,0,0.0
P02033,Clothing,Asia,Organic,0.1430984468980946,1,1,1.0
P02034,Toys,Europe,Referral,0.1486410184842452,1,0,0.0
P02035,Home,Asia,Paid Ads,0.1329499136563691,1,1,1.0
P02036,Clothing,Europe,Organic,0.14977402808109,1,0,0.0
P02037,Electronics,North America,Organic,0.1510425360070542,1,0,0.0
P02038,Electronics,Asia,Social Media,0.1457518997917696,1,0,0.0
P02039,Electronics,Europe,Email,0.1289671028617716,1,0,0.0
P02040,Electronics,North America,Organic,0.1425603102635639,1,1,1.0
P02041,Books,Europe,Organic,0.1361533370420697,1,0,0.0
P02042,Clothing,North America,Organic,0.1481688392489052,1,0,0.0
P02043,Clothing,Asia,Organic,0.1308246871703088,1,1,1.0
P02044,Electronics,Europe,Email,0.1350482328009976,1,1,1.0
P02045,Books,Asia,Organic,0.1292564428309172,1,1,1.0
P02046,Home,North America,Social Media,0.16239171505296,1,1,1.0
P02047,Electronics,North America,Social Media,0.1711878942401057,1,0,0.0
P02048,Home,Australia,Social Media,0.1640089040380589,1,0,0.0
P02049,Clothing,Asia,Paid Ads,0.134784852957978,1,0,0.0
P02050,Electronics,North America,Social Media,0.1679066283175501,1,0,0.0
P02051,Clothing,North America,Paid Ads,0.1553058649911008,1,0,0.0
P02052,Clothing,North America,Social Media,0.1766273785518762,1,1,1.0
P02053,Electronics,Europe,Email,0.130832076317493,1,0,0.0
P02054,Toys,Asia,Paid Ads,0.1452361741773521,1,0,0.0
P02055,Books,Asia,Organic,0.1318179545961981,1,0,0.0
P02056,Home,Europe,Social Media,0.1626217729153544,1,0,0.0
P02057,Clothing,Asia,Social Media,0.155988971503628,1,0,0.0
P02058,Clothing,Europe,Paid Ads,0.1410236156141202,1,1,1.0
P02059,Home,North America,Email,0.1454967488841453,1,0,0.0
P02060,Clothing,Europe,Organic,0.1443644241684622,1,0,0.0
P02061,Electronics,Australia,Email,0.1248988173553143,1,0,0.0
P02062,Clothing,Asia,Email,0.1265069841413745,1,0,0.0
P02063,Books,Europe,Social Media,0.1632706933937711,1,0,0.0
P02064,Clothing,Europe,Organic,0.1407145601033264,1,0,0.0
P02065,Electronics,South America,Organic,0.1606658824787361,1,1,1.0
P02066,Home,Europe,Social Media,0.1586534531198409,1,0,0.0
P02067,Electronics,North America,Organic,0.1501345787140004,1,0,0.0
P02068,Electronics,Australia,Paid Ads,0.1413687736412621,1,0,0.0
P02069,Electronics,Asia,Paid Ads,0.1325188740460975,1,0,0.0
P02070,Clothing,North America,Social Media,0.1722827664871702,1,1,1.0
P02071,Home,Europe,Email,0.1350103441157266,1,0,0.0
P02072,Clothing,Europe,Paid Ads,0.1393044079909134,1,1,1.0
P02073,Electronics,North America,Social Media,0.1571161480887899,1,0,0.0
P02074,Books,Australia,Social Media,0.1596909533389021,1,0,0.0
P02075,Books,Europe,Paid Ads,0.1404830162123183,1,0,0.0
P02076,Books,Asia,Email,0.1252459867808622,1,0,0.0
P02077,Electronics,North America,Email,0.1423585365416686,1,0,0.0
P02078,Clothing,Europe,Email,0.1334949607553973,1,0,0.0
P02079,Toys,North America,Paid Ads,0.1688221367940605,1,0,0.0
P02080,Home,Asia,Email,0.1255575421478,1,0,0.0
P02081,Electronics,Europe,Paid Ads,0.1532607547467726,1,0,0.0
P02082,Electronics,Europe,Organic,0.1438020867191523,1,0,0.0
P02083,Clothing,North America,Organic,0.1466986262272255,1,1,1.0
P02084,Toys,North America,Email,0.1425451669103796,1,0,0.0
P02085,Clothing,North America,Social Media,0.1790672762307479,1,0,0.0
P02086,Clothing,North America,Organic,0.1549839963163354,1,0,0.0
P02087,Electronics,Europe,Email,0.1475349798060491,1,0,0.0
P02088,Home,Europe,Paid Ads,0.1502231515711685,1,1,1.0
P02089,Books,Europe,Email,0.1303458294710687,1,0,0.0
P02090,Clothing,Europe,Organic,0.1391699098363725,1,1,1.0
P02091,Home,North America,Email,0.1353824214351289,1,0,0.0
P02092,Toys,North America,Organic,0.1539375190914797,1,1,1.0
P02093,Electronics,North America,Email,0.138564981000628,1,0,0.0
P02094,Clothing,Asia,Social Media,0.1375141074719237,1,0,0.0
P02095,Electronics,Europe,Paid Ads,0.1644459267887803,1,1,1.0
P02096,Home,North America,Organic,0.1452695157990432,1,0,0.0
P02097,Clothing,North America,Organic,0.1445941795482447,1,0,0.0
P02098,Home,Asia,Organic,0.1399205665972976,1,0,0.0
P02099,Home,Asia,Organic,0.123778806387968,1,0,0.0
P02100,Clothing,Europe,Email,0.1422633975052659,1,0,0.0
P02101,Toys,Europe,Social Media,0.1588955993111545,1,0,0.0
P02102,Clothing,North America,Paid Ads,0.1464722892482083,1,1,1.0
P02103,Electronics,Australia,Social Media,0.1665287945266062,1,1,1.0
P02104,Home,Asia,Organic,0.1355623527172879,1,0,0.0
P02105,Home,North America,Social Media,0.1759650893325209,1,0,0.0
P02106,Clothing,Asia,Email,0.1260040568883647,1,0,0.0
P02107,Books,Asia,Social Media,0.1517350364074768,1,0,0.0
P02108,Toys,North America,Organic,0.141601643448518,1,0,0.0
P02109,Electronics,Europe,Organic,0.1427598626908609,1,0,0.0
P02110,Toys,North America,Social Media,0.1635591898127001,1,0,0.0
P02111,Electronics,North America,Email,0.1339327659207675,1,0,0.0
P02112,Electronics,Asia,Paid Ads,0.1384060828887778,1,0,0.0
P02113,Electronics,North America,Email,0.1490899415693464,1,0,0.0
P02114,Books,Asia,Paid Ads,0.1332307469251163,1,0,0.0
P02115,Home,Australia,Paid Ads,0.1412033287510568,1,0,0.0
P02116,Electronics,North America,Referral,0.1545784711701099,1,1,1.0
P02117,Clothing,Europe,Paid Ads,0.1482342792398801,1,0,0.0
P02118,Home,Asia,Email,0.1287148098180204,1,0,0.0
P02119,Electronics,Asia,Referral,0.1470156364217149,1,0,0.0
P02120,Books,Asia,Paid Ads,0.1385759034474525,1,1,1.0
P02121,Books,North America,Paid Ads,0.1505185768523318,1,0,0.0
